reaction	GPR	score	normalized_score
R_G6PDA	BHNFPM_03401	266.0	1.0
R_G6PDH2r	BHNFPM_02811	684.0	2.6
R_G6PI	BHNFPM_03421	759.0	2.9
R_G6PP	(BHNFPM_00806 or BHNFPM_01471)	99.4	0.4
R_GALCTND	BHNFPM_02265	491.0	1.9
R_GALK2	BHNFPM_03866	373.0	1.4
R_GALKr	BHNFPM_03866	397.0	1.5
R_GALM1	BHNFPM_03863	210.0	0.8
R_GALM2	BHNFPM_03863	210.0	0.8
R_GALMAN4abc	(BHNFPM_03762 and BHNFPM_04409)	133.6	0.5
R_GALMAN6abc	(BHNFPM_03762 and BHNFPM_04409)	133.6	0.5
R_GALS3	BHNFPM_03855	318.0	1.2
R_GALT	BHNFPM_03864	472.0	1.8
R_GALTpts	((BHNFPM_01824 and BHNFPM_01825) or BHNFPM_01824)	177.4	0.7
R_GALTptspp	BHNFPM_00882	10.4	0.0
R_GALURDH	BHNFPM_01110	70.1	0.3
R_GALURt2rpp	BHNFPM_01767	16.933333333333334	0.1
R_GALURtex	BHNFPM_00649	67.4	0.3
R_GALUi	(BHNFPM_03886 or BHNFPM_04037)	372.0	1.4
R_GALabc	BHNFPM_04338	22.96666666666667	0.1
R_GALabcpp	((BHNFPM_02092 and BHNFPM_02094) or BHNFPM_02092 or BHNFPM_02093)	126.33333333333333	0.5
R_GALpts	(BHNFPM_01824 and BHNFPM_01825)	221.75	0.8
R_GALt2_3	BHNFPM_03952	167.0	0.6
R_GALt2pp	BHNFPM_03769	45.4	0.2
R_GAMpts	((BHNFPM_00675 and BHNFPM_01824 and BHNFPM_01825) or (BHNFPM_01824 and BHNFPM_01825) or BHNFPM_01341 or BHNFPM_04317)	474.0	1.8
R_GAMptspp	BHNFPM_00882	12.6	0.0
R_GAPD	BHNFPM_03659	567.0	2.1
R_GAPDi_nadp	BHNFPM_03198	525.0	2.0
R_GARFT	BHNFPM_00429	217.0	0.8
R_GBBTNabc	BHNFPM_03617	76.25	0.3
R_GCALDD	(BHNFPM_00526 or BHNFPM_00609 or BHNFPM_01082 or BHNFPM_01180 or BHNFPM_03431)	741.0	2.8
R_GCCa	((BHNFPM_00322 and BHNFPM_02875) or BHNFPM_02877)	208.25	0.8
R_GCCa_1	(BHNFPM_02875 and BHNFPM_02876 and BHNFPM_03509)	470.6666666666667	1.8
R_GCCb	BHNFPM_02877	421.0	1.6
R_GCCb_1	BHNFPM_03509	89.5	0.3
R_GCCc	((BHNFPM_00322 and BHNFPM_02875) or BHNFPM_00322 or BHNFPM_03304)	208.25	0.8
R_GCCc_1	(BHNFPM_01871 and BHNFPM_03509)	449.0	1.7
R_GDH1	BHNFPM_03862	259.0	1.0
R_GF6PTA	(BHNFPM_00219 or BHNFPM_02482)	917.0	3.5
R_GHMT2r	BHNFPM_04141	685.0	2.6
R_GK1	BHNFPM_01976	316.0	1.2
R_GK2	BHNFPM_01976	316.0	1.2
R_GLCADpts	(BHNFPM_00675 or BHNFPM_04304)	185.5	0.7
R_GLCAt2	BHNFPM_03952	167.0	0.6
R_GLCDpp	BHNFPM_04231	111.0	0.4
R_GLCMAN4abc	(BHNFPM_03762 and BHNFPM_04409)	133.6	0.5
R_GLCMAN6abc	(BHNFPM_03762 and BHNFPM_04409)	133.6	0.5
R_GLCNt2r	(BHNFPM_03597 or BHNFPM_03946)	351.0	1.3
R_GLCNt2rpp	BHNFPM_02266	379.0	1.4
R_GLCURDH	BHNFPM_01110	70.1	0.3
R_GLCURt2rpp	(BHNFPM_01767 or BHNFPM_04397)	243.0	0.9
R_GLCURtex	BHNFPM_00649	67.4	0.3
R_GLCabc	((BHNFPM_03951 and BHNFPM_03952 and BHNFPM_03953) or BHNFPM_04338)	112.175	0.4
R_GLCabcpp	((BHNFPM_02092 and BHNFPM_02094) or BHNFPM_01525 or BHNFPM_02092)	126.33333333333333	0.5
R_GLCpts	((BHNFPM_00414 and BHNFPM_01824 and BHNFPM_01825) or (BHNFPM_00675 and BHNFPM_00675 and BHNFPM_01824 and BHNFPM_01825 and BHNFPM_03325) or (BHNFPM_00675 and BHNFPM_01824 and BHNFPM_01825 and BHNFPM_04304) or BHNFPM_01824 or BHNFPM_04317)	633.6666666666666	2.4
R_GLCptspp	((BHNFPM_00675 and BHNFPM_00882 and BHNFPM_02612) or (BHNFPM_00675 and BHNFPM_00882) or (BHNFPM_00882 and BHNFPM_02612) or BHNFPM_00882)	111.05	0.4
R_GLCt2pp	BHNFPM_03769	45.4	0.2
R_GLGC	(BHNFPM_03363 or BHNFPM_03364 or BHNFPM_03886)	543.0	2.0
R_GLNS	BHNFPM_02148	800.0	3.0
R_GLNabc	((BHNFPM_01602 and BHNFPM_01603 and BHNFPM_01604) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03137 or BHNFPM_03138 or BHNFPM_03573 or BHNFPM_03709)	301.0	1.1
R_GLNabcpp	(BHNFPM_01306 or BHNFPM_02631)	42.333333333333336	0.2
R_GLS	BHNFPM_03873	148.0	0.6
R_GLS2	BHNFPM_03873	148.0	0.6
R_GLU5K	BHNFPM_02467	452.0	1.7
R_GLUDC	BHNFPM_03627	536.0	2.0
R_GLUDxi	(BHNFPM_02739 or BHNFPM_03425 or BHNFPM_03862)	751.0	2.8
R_GLUDy	BHNFPM_03862	259.0	1.0
R_GLUDy_1	BHNFPM_03862	261.0	1.0
R_GLUKA_1	BHNFPM_03981	122.0	0.5
R_GLUN	(BHNFPM_00018 or BHNFPM_01027 or BHNFPM_01891)	957.0	3.6
R_GLUPRT	(BHNFPM_00427 or BHNFPM_03816)	737.0	2.8
R_GLUR	BHNFPM_03153	310.0	1.2
R_GLUSfx	BHNFPM_03991	587.0	2.2
R_GLUSx	(BHNFPM_01423 and BHNFPM_01424)	1207.0	4.6
R_GLUSy	(BHNFPM_01423 and BHNFPM_01424)	1219.5	4.6
R_GLUTRR	BHNFPM_03135	566.0	2.1
R_GLUTRS	BHNFPM_00135	732.0	2.8
R_GLUabc	((BHNFPM_03137 and BHNFPM_04393) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_GLUt2r	BHNFPM_03894	622.0	2.3
R_GLUt2rpp	(BHNFPM_01594 or BHNFPM_01767)	252.0	1.0
R_GLUt4	BHNFPM_03894	622.0	2.3
R_GLUt4pp	BHNFPM_01767	16.8	0.1
R_GLXCBL	BHNFPM_03990	726.0	2.7
R_GLXO1	(BHNFPM_00526 or BHNFPM_01082)	440.0	1.7
R_GLYALDDr	(BHNFPM_00526 or BHNFPM_01082 or BHNFPM_01180 or BHNFPM_03431)	759.0	2.9
R_GLYALDt	BHNFPM_02322	80.5	0.3
R_GLYAT	BHNFPM_04240	601.0	2.3
R_GLYBACT1r	BHNFPM_02793	508.0	1.9
R_GLYBabc	((BHNFPM_00248 and BHNFPM_00249 and BHNFPM_00250) or (BHNFPM_00536 and BHNFPM_01306) or BHNFPM_03617 or BHNFPM_03618)	386.3333333333333	1.5
R_GLYBt2r	BHNFPM_02337	649.0	2.4
R_GLYBt3pp	BHNFPM_03576	75.5	0.3
R_GLYC3Pabcpp	BHNFPM_03856	41.75	0.2
R_GLYCK	BHNFPM_03596	484.0	1.8
R_GLYCL	((BHNFPM_00322 and BHNFPM_02875 and BHNFPM_02877) or BHNFPM_00322 or BHNFPM_03304)	250.8	0.9
R_GLYCLTDx	BHNFPM_01410	103.0	0.4
R_GLYCS_I	(BHNFPM_00397 or BHNFPM_02905)	149.0	0.6
R_GLYCTO1	(BHNFPM_01410 or BHNFPM_01411)	679.0	2.6
R_GLYCTO3	BHNFPM_01467	202.5	0.8
R_GLYCYSAP	BHNFPM_02864	362.0	1.4
R_GLYCYSabc	BHNFPM_03285	439.0	1.7
R_GLYCt	(BHNFPM_02322 or BHNFPM_02323)	403.0	1.5
R_GLYCtex	BHNFPM_00649	67.4	0.3
R_GLYCtpp	spontaneous	0.0	0.0
R_GLYGLNabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_GLYGLNtr	BHNFPM_03285	439.0	1.7
R_GLYGLUabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_GLYGLYCNc	BHNFPM_03461	265.0	1.0
R_GLYGLYGLNtr	BHNFPM_03285	439.0	1.7
R_GLYGLYabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_GLYK	BHNFPM_02324	856.0	3.2
R_GLYLEUAP	BHNFPM_02864	362.0	1.4
R_GLYLEUtr	BHNFPM_03285	439.0	1.7
R_GLYMETabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_GLYMETtr	BHNFPM_03285	439.0	1.7
R_GLYO1	(BHNFPM_00506 or BHNFPM_02428)	201.0	0.8
R_GLYOX	(BHNFPM_00397 or BHNFPM_00714 or BHNFPM_01064 or BHNFPM_02330 or BHNFPM_04372)	90.5	0.3
R_GLYOX_1	BHNFPM_02195	41.2	0.2
R_GLYPHEAP	BHNFPM_02864	362.0	1.4
R_GLYPHEHYc	BHNFPM_03461	265.0	1.0
R_GLYPHEabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_GLYPHEtr	BHNFPM_03285	439.0	1.7
R_GLYSERabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_GLYTYRAP	BHNFPM_02864	362.0	1.4
R_GLYTYRabc	BHNFPM_03285	439.0	1.7
R_GLYabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_GLYt2pp	(BHNFPM_00872 or BHNFPM_04405)	588.0	2.2
R_GLYt2r	(BHNFPM_00872 or BHNFPM_01371 or BHNFPM_04405)	608.0	2.3
R_GLYt4	BHNFPM_03490	199.0	0.8
R_GMPR	BHNFPM_02299	567.0	2.1
R_GMPS2	BHNFPM_00411	875.0	3.3
R_GND	BHNFPM_01774	674.0	2.5
R_GNK_1	BHNFPM_00578	600.0	2.3
R_GNKr	BHNFPM_00578	627.0	2.4
R_GNNUC	(BHNFPM_00572 or BHNFPM_01772)	192.0	0.7
R_GNP	BHNFPM_01566	52.8	0.2
R_GPDDA1	BHNFPM_02838	140.0	0.5
R_GPDDA2	BHNFPM_02838	140.0	0.5
R_GPDDA3	BHNFPM_02838	140.0	0.5
R_GPDDA4	BHNFPM_02838	140.0	0.5
R_GPDDA5	BHNFPM_02838	140.0	0.5
R_GRTT	BHNFPM_02846	317.0	1.2
R_GTHOr	(BHNFPM_00322 or BHNFPM_03304)	186.0	0.7
R_GTHPe	BHNFPM_00014	206.0	0.8
R_GTHPi	BHNFPM_00014	201.0	0.8
R_GTHRDH_syn	BHNFPM_03760	580.0	2.2
R_GTHRDabc2pp	((BHNFPM_01558 and BHNFPM_01559) or BHNFPM_02166)	414.0	1.6
R_GTHRDabcpp	(BHNFPM_01493 and BHNFPM_03568 and BHNFPM_03763 and BHNFPM_03765)	308.25	1.2
R_GTHRDt2_1	((BHNFPM_00387 and BHNFPM_03966) or (BHNFPM_03568 and BHNFPM_03569 and BHNFPM_03570 and BHNFPM_03970) or (BHNFPM_03568 and BHNFPM_03569 and BHNFPM_03968 and BHNFPM_03970) or (BHNFPM_03568 and BHNFPM_03569 and BHNFPM_03970) or (BHNFPM_03568 and BHNFPM_03570 and BHNFPM_03970) or (BHNFPM_03568 and BHNFPM_03968 and BHNFPM_03970) or (BHNFPM_03568 and BHNFPM_03970) or BHNFPM_03137)	367.75	1.4
R_GTPCI	BHNFPM_02717	317.0	1.2
R_GTPCII	BHNFPM_02563	535.0	2.0
R_GTPDPK	BHNFPM_03068	1179.0	4.4
R_GTPDPK_1	BHNFPM_01741	288.0	1.1
R_GTPHs	spontaneous	0.0	0.0
R_GUACYC	(BHNFPM_00400 or BHNFPM_04395 or BHNFPM_04438)	416.0	1.6
R_GUAPRT	BHNFPM_00089	304.0	1.1
R_GUAt2pp	BHNFPM_02561	248.0	0.9
R_GUAt2r	(BHNFPM_00412 or BHNFPM_01551 or BHNFPM_02561)	605.0	2.3
R_GUAtex	BHNFPM_00649	67.4	0.3
R_GUDBUTNAH	BHNFPM_00771	115.0	0.4
R_GalMr	BHNFPM_03863	210.0	0.8
R_H2CO3D2	spontaneous	0.0	0.0
R_H2CT	BHNFPM_04010	81.3	0.3
R_H2O2tex	spontaneous	0.0	0.0
R_H2Ot	spontaneous	0.0	0.0
R_H2Otex	(BHNFPM_00649 or spontaneous)	67.4	0.3
R_H2Otpp	spontaneous	0.0	0.0
R_H2SO	spontaneous	0.0	0.0
R_H2St1	spontaneous	0.0	0.0
R_H2St1pp	spontaneous	0.0	0.0
R_H2tex	BHNFPM_00649	67.4	0.3
R_H2tpp	spontaneous	0.0	0.0
R_HACD1	BHNFPM_00527	227.0	0.9
R_HACD1_1	(BHNFPM_03513 or BHNFPM_04192)	1071.0	4.0
R_HACD1i	BHNFPM_00527	215.0	0.8
R_HACD2	(BHNFPM_00527 or BHNFPM_03513)	1071.0	4.0
R_HACD3	(BHNFPM_00527 or BHNFPM_03513)	1071.0	4.0
R_HACD4	(BHNFPM_00527 or BHNFPM_03513)	1071.0	4.0
R_HACD5	(BHNFPM_00527 or BHNFPM_03513)	1071.0	4.0
R_HACD6	(BHNFPM_00527 or BHNFPM_03513)	1071.0	4.0
R_HACD7	(BHNFPM_00527 or BHNFPM_03513)	1071.0	4.0
R_HACD8	BHNFPM_00527	227.0	0.9
R_HACD8i	BHNFPM_00524	242.0	0.9
R_HACD9	(BHNFPM_02421 or BHNFPM_03513)	1071.0	4.0
R_HACOADr	BHNFPM_03513	1071.0	4.0
R_HCO3E	(BHNFPM_00615 or spontaneous)	240.0	0.9
R_HCYSMT	(BHNFPM_01330 or BHNFPM_01933)	378.0	1.4
R_HCYSMT2	BHNFPM_01330	317.0	1.2
R_HEMEOS_1	BHNFPM_01896	391.0	1.5
R_HETZK	BHNFPM_01316	259.0	1.0
R_HEX1	(BHNFPM_00377 or BHNFPM_02913 or BHNFPM_03981)	391.0	1.5
R_HEX4	BHNFPM_03981	122.0	0.5
R_HEX7	BHNFPM_00264	410.0	1.5
R_HEXSabc	BHNFPM_03336	59.0	0.2
R_HEXTT	(BHNFPM_02713 and BHNFPM_02715)	254.35	1.0
R_HEXt2rpp	BHNFPM_04233	423.0	1.6
R_HG2abcpp	BHNFPM_01197	395.0	1.5
R_HG2t3pp	(BHNFPM_01297 or BHNFPM_03774)	132.0	0.5
R_HGNTOR	BHNFPM_00549	70.1	0.3
R_HGt	BHNFPM_01210	71.6	0.3
R_HHDDI	BHNFPM_01682	156.0	0.6
R_HISDr	BHNFPM_04094	716.0	2.7
R_HISGLYabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_HISHISabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_HISTD	BHNFPM_03736	532.0	2.0
R_HISTP	(BHNFPM_02465 or BHNFPM_03251)	258.0	1.0
R_HISTP_1	BHNFPM_03173	606.0	2.3
R_HISabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_HISabcpp	BHNFPM_04392	63.75	0.2
R_HISt2r	(BHNFPM_01329 or BHNFPM_02244)	620.0	2.3
R_HISt2rpp	BHNFPM_02244	170.0	0.6
R_HKM1PP	BHNFPM_01809	238.0	0.9
R_HKNDDH	BHNFPM_03637	40.4	0.2
R_HKNTDH	BHNFPM_03637	40.4	0.2
R_HMBS	BHNFPM_03133	447.0	1.7
R_HMGL	BHNFPM_02794	250.0	0.9
R_HMGL_2	(BHNFPM_00524 or BHNFPM_00525)	229.0	0.9
R_HMPK1	(BHNFPM_02424 or BHNFPM_04219)	318.0	1.2
R_HMPPtr	BHNFPM_03644	61.0	0.2
R_HMPSCD	BHNFPM_02421	100.5	0.4
R_HMR_9610	BHNFPM_03948	354.0	1.3
R_HOMt2pp	BHNFPM_00838	89.7	0.3
R_HOXPRx	BHNFPM_02453	360.0	1.4
R_HPHL	(BHNFPM_00524 or BHNFPM_00525)	229.0	0.9
R_HPPK	BHNFPM_00107	185.0	0.7
R_HSDxi	BHNFPM_03559	231.0	0.9
R_HSDy	(BHNFPM_00561 or BHNFPM_03559)	582.0	2.2
R_HSERTA	(BHNFPM_03780 or BHNFPM_03781)	540.0	2.0
R_HSK	BHNFPM_00563	254.0	1.0
R_HSTPT	BHNFPM_00546	268.0	1.0
R_HSTPTr	(BHNFPM_02707 or BHNFPM_03734)	448.0	1.7
R_HVCD	BHNFPM_00527	227.0	0.9
R_HXANt2pp	BHNFPM_02561	248.0	0.9
R_HXANt2r	(BHNFPM_00412 or BHNFPM_01551 or BHNFPM_02561)	605.0	2.3
R_HXCT	(BHNFPM_02607 and BHNFPM_02608)	206.0	0.8
R_HXPRT	BHNFPM_00089	304.0	1.1
R_HYXNtex	BHNFPM_00649	67.4	0.3
R_Htex	BHNFPM_00649	67.4	0.3
R_IBTMr	BHNFPM_04188	140.0	0.5
R_IBTtex	BHNFPM_00649	67.4	0.3
R_ICCT	BHNFPM_04010	81.3	0.3
R_ICDHyr	BHNFPM_03209	759.0	2.9
R_ICHORS	BHNFPM_03359	367.0	1.4
R_ICHORT	(BHNFPM_00029 or BHNFPM_00737)	75.1	0.3
R_ICITt4pp	(BHNFPM_01292 and BHNFPM_01293 and BHNFPM_01294)	201.33333333333334	0.8
R_ICITtupp	(BHNFPM_01292 and BHNFPM_04320)	191.0	0.7
R_ICL	BHNFPM_00442	571.0	2.2
R_IG3PS_1	BHNFPM_03732	379.0	1.4
R_IGPDH_1	BHNFPM_03735	332.0	1.3
R_IGPS	BHNFPM_02549	192.0	0.7
R_ILEDHr	BHNFPM_02834	646.0	2.4
R_ILETA	BHNFPM_00551	328.0	1.2
R_ILEabc	((BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_ILEabcpp	((BHNFPM_02891 and BHNFPM_02892 and BHNFPM_02893) or (BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02892)	78.34	0.3
R_ILEt2r	(BHNFPM_01390 or BHNFPM_01661 or BHNFPM_03249)	459.0	1.7
R_ILEtex	BHNFPM_00649	67.4	0.3
R_IMPC	BHNFPM_00430	699.0	2.6
R_IMPD	(BHNFPM_00016 or BHNFPM_01844)	809.0	3.1
R_INOSR	(BHNFPM_00277 or BHNFPM_01530)	297.0	1.1
R_INS2D	(BHNFPM_01529 or BHNFPM_01530 or BHNFPM_02396)	142.0	0.5
R_INSCR	(BHNFPM_00278 and BHNFPM_00280 and BHNFPM_04163)	256.6	1.0
R_INSH	(BHNFPM_00572 or BHNFPM_01772)	192.0	0.7
R_INSTabc	BHNFPM_00916	66.25	0.2
R_INSTt2	BHNFPM_03548	41.2	0.2
R_IPDDI	BHNFPM_02728	379.0	1.4
R_IPDPS	(BHNFPM_02729 or BHNFPM_02954)	495.0	1.9
R_IPMD	BHNFPM_00557	440.0	1.7
R_IPPMIa	((BHNFPM_00558 and BHNFPM_00559) or BHNFPM_00559)	420.0	1.6
R_IPPMIb	((BHNFPM_00558 and BHNFPM_00559) or BHNFPM_00559)	420.0	1.6
R_IPPS	BHNFPM_00556	650.0	2.5
R_ISETACabcpp	((BHNFPM_00261 and BHNFPM_00262 and BHNFPM_00263) or (BHNFPM_00262 and BHNFPM_00263) or BHNFPM_00262 or BHNFPM_00263 or BHNFPM_01589 or BHNFPM_03336)	250.33333333333334	0.9
R_ISETACtex	BHNFPM_00649	67.4	0.3
R_ISTNTabc	BHNFPM_03336	59.0	0.2
R_ITCY	BHNFPM_03035	362.0	1.4
R_IZPN	(BHNFPM_03244 or BHNFPM_04415)	60.8	0.2
R_IZPN_1	BHNFPM_04092	510.0	1.9
R_KARA1	BHNFPM_00555	525.0	2.0
R_KARA2	BHNFPM_00555	525.0	2.0
R_KAS1	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS11	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS12	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS13	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS17	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS2	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS3	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS4	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS6	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS7	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01716 and BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000))	405.0	1.5
R_KAS8	((BHNFPM_00732 and BHNFPM_01484 and BHNFPM_01717 and BHNFPM_01999 and BHNFPM_02000 and BHNFPM_04112) or (BHNFPM_01717 and BHNFPM_01748 and BHNFPM_01999 and BHNFPM_02000) or BHNFPM_00754)	405.0	1.5
R_KSTD	BHNFPM_03304	42.0	0.2
R_Kabc	(BHNFPM_03608 and BHNFPM_03609 and BHNFPM_03610)	507.6666666666667	1.9
R_Kabcpp	(BHNFPM_03607 and BHNFPM_03609)	211.2	0.8
R_Kt1	BHNFPM_03418	243.0	0.9
R_Kt2r	((BHNFPM_01796 and BHNFPM_01862) or (BHNFPM_03753 and BHNFPM_03754) or BHNFPM_00881 or BHNFPM_01862)	457.5	1.7
R_Kt3r	(BHNFPM_03448 or BHNFPM_03449 or BHNFPM_03450 or BHNFPM_03451 or BHNFPM_03453 or BHNFPM_03454)	967.0	3.6
R_Ktex	BHNFPM_00649	67.4	0.3
R_LACZ	BHNFPM_03853	387.0	1.5
R_LALGP	BHNFPM_03461	265.0	1.0
R_LCADi	(BHNFPM_00526 or BHNFPM_00609 or BHNFPM_01082 or BHNFPM_01180 or BHNFPM_03431)	741.0	2.8
R_LCTSabc	(BHNFPM_04154 and BHNFPM_04155 and BHNFPM_04156)	330.6666666666667	1.2
R_LCTSt3ipp	(BHNFPM_00239 or BHNFPM_02403)	167.0	0.6
R_LCYSTabc	BHNFPM_03336	59.0	0.2
R_LCYSTabcpp	(BHNFPM_01589 or BHNFPM_03336)	62.666666666666664	0.2
R_LCYSTtex	BHNFPM_00649	67.4	0.3
R_LDH_D	BHNFPM_01438	408.0	1.5
R_LDH_L	BHNFPM_01548	400.0	1.5
R_LDPCDES	BHNFPM_04294	216.0	0.8
R_LEULEULAPc	BHNFPM_03461	265.0	1.0
R_LEULEUabcpp	(BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761)	173.6	0.7
R_LEUTA	BHNFPM_00551	328.0	1.2
R_LEUabc	((BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_LEUabcpp	((BHNFPM_02891 and BHNFPM_02892 and BHNFPM_02893) or (BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02892)	78.34	0.3
R_LEUt2r	(BHNFPM_01661 or BHNFPM_03249)	459.0	1.7
R_LEUt3pp	BHNFPM_01044	85.1	0.3
R_LEUtex	BHNFPM_00649	67.4	0.3
R_LEVUACOAL	BHNFPM_03535	386.0	1.5
R_LGTHL	(BHNFPM_02195 or BHNFPM_02330 or BHNFPM_02406 or BHNFPM_03829)	178.0	0.7
R_LIPAMPL	BHNFPM_01654	403.0	1.5
R_LIPATPT_2	BHNFPM_01654	403.0	1.5
R_LIPO3S24_BS	(BHNFPM_00893 and BHNFPM_00894 and BHNFPM_00895 and BHNFPM_00896)	437.25	1.6
R_LIPOPBt	BHNFPM_01654	403.0	1.5
R_LLEUDr	BHNFPM_02834	646.0	2.4
R_LMN2abc	BHNFPM_04338	22.96666666666667	0.1
R_LSERDHr	(BHNFPM_02388 or BHNFPM_04011)	118.0	0.4
R_LTHRK	(BHNFPM_00087 or BHNFPM_01011 or BHNFPM_01984)	373.0	1.4
R_LYSAM	BHNFPM_02604	749.0	2.8
R_LYSDC	BHNFPM_00047	370.0	1.4
R_LYSGLUGLYtr	BHNFPM_03285	439.0	1.7
R_LYSabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_LYSabcpp	(BHNFPM_02631 or BHNFPM_04392)	63.75	0.2
R_LYSt3pp	BHNFPM_00838	92.4	0.3
R_LYSt3r	(BHNFPM_00838 or BHNFPM_01126 or BHNFPM_03555)	206.0	0.8
R_LYStex	BHNFPM_00649	67.4	0.3
R_M1PD	BHNFPM_01192	322.0	1.2
R_MACCOAT	(BHNFPM_01771 or BHNFPM_02793 or BHNFPM_03512)	629.0	2.4
R_MAL6PG	BHNFPM_04303	440.0	1.7
R_MALDDH	BHNFPM_03950	536.0	2.0
R_MALDt2_2pp	BHNFPM_03756	182.0	0.7
R_MALS	BHNFPM_00441	509.0	1.9
R_MALT	BHNFPM_02986	666.0	2.5
R_MALTHXabc	(BHNFPM_01607 and BHNFPM_01695)	192.5	0.7
R_MALTHXabcpp	((BHNFPM_00319 and BHNFPM_01525) or BHNFPM_04338)	60.4	0.2
R_MALTPTabcpp	((BHNFPM_00319 and BHNFPM_01525) or BHNFPM_04338)	60.4	0.2
R_MALTTRabc	((BHNFPM_01607 and BHNFPM_01695) or BHNFPM_04338)	192.5	0.7
R_MALTTRabcpp	((BHNFPM_00319 and BHNFPM_01525) or BHNFPM_04338)	60.4	0.2
R_MALTTTRabc	BHNFPM_04338	22.96666666666667	0.1
R_MALTTTRabcpp	((BHNFPM_00319 and BHNFPM_01525) or BHNFPM_04338)	60.4	0.2
